,emptyNet,x,y,isGoal,distanceToNet,relativeAngleToNet,season
4,0,-57.0,14.0,0,35.84689665786984,22.98871680208064,2019
4,0,-34.0,-40.0,0,68.81860213634101,-35.53767779197438,2019
4,0,82.0,18.0,0,19.697715603592208,5.974323286480623,2019
4,0,77.0,-11.0,0,17.029386365926403,-3.7685297091353833,2019
4,0,78.0,1.0,0,12.041594578792296,0.3410422788588532,2019
4,0,37.0,-3.0,0,53.08483775994799,-1.3531919537796904,2019
4,0,54.0,27.0,0,45.0,10.619655276155134,2019
4,0,-33.0,-37.0,0,67.95586803212802,-32.98852161363456,2019
4,0,-71.0,2.0,0,19.1049731745428,6.009005957494525,2019
4,0,-86.0,4.0,0,5.656854249492381,45.0,2019
4,0,-55.0,-17.0,0,38.91015291668744,-25.906507999514385,2019
4,0,-64.0,-9.0,0,27.51363298439521,-19.093492000485615,2019
4,0,-65.0,-27.0,0,36.796738985948195,-47.202598161765806,2019
4,0,-57.0,-31.0,0,45.27692569068709,-43.21008939175393,2019
4,0,-66.0,4.0,1,24.331050121192877,9.462322208025617,2019
4,0,66.0,1.0,0,24.020824298928627,0.36727560733809445,2019
4,0,84.0,3.0,1,6.708203932499369,0.98776039963981,2019
4,0,74.0,10.0,0,18.867962264113206,3.4893249057963907,2019
4,0,-34.0,-30.0,0,63.52952069707436,-28.178590109959174,2019
4,0,33.0,3.0,0,57.07889277132134,1.3971810272963765,2019
4,0,62.0,33.0,0,43.278170016764804,12.249123419755792,2019
4,0,80.0,8.0,0,12.806248474865697,2.6942842898561006,2019
4,0,85.0,5.0,1,7.0710678118654755,1.6365770416167182,2019
4,0,70.0,1.0,0,20.024984394500787,0.35809395932357113,2019
4,1,-36.0,-37.0,1,65.45991139621256,-34.41836447905621,2019
5,0,66.0,-22.0,0,32.55764119219941,-8.027237510431954,2019
5,0,45.0,27.0,0,52.478567053607705,11.309932474020213,2019
5,0,-79.0,41.0,0,42.44997055358225,74.98163936884933,2019
5,0,-29.0,21.0,0,64.51356446515724,18.996654155488557,2019
5,0,65.0,-24.0,0,34.655446902326915,-8.801708323207809,2019
5,0,54.0,-10.0,0,37.36308338453881,-3.972495940750659,2019
5,0,36.0,-2.0,0,54.037024344425184,-0.9093804491991415,2019
5,0,48.0,-32.0,0,52.80151512977634,-13.055247223796602,2019
5,0,-78.0,-8.0,0,14.422205101855956,-33.690067525979785,2019
5,0,-63.0,19.0,0,33.015148038438355,35.134193056915635,2019
5,0,-88.0,4.0,1,4.47213595499958,63.43494882292201,2019
5,0,60.0,23.0,0,37.8021163428716,8.71745696459966,2019
5,0,61.0,-1.0,0,29.017236257093817,-0.37943670141897917,2019
5,0,51.0,-35.0,0,52.40229002629561,-13.940591170290014,2019
5,0,-38.0,-6.0,0,52.3450093132096,-6.581944655178011,2019
5,0,-81.0,10.0,0,13.45362404707371,48.01278750418334,2019
5,0,58.0,18.0,0,36.71511950137164,6.9343489012695585,2019
5,0,71.0,-1.0,1,19.026297590440446,-0.3558698306218785,2019
5,0,66.0,-22.0,0,32.55764119219941,-8.027237510431954,2019
5,0,33.0,10.0,0,57.87054518492115,4.647970691387034,2019
5,0,39.0,-26.0,0,57.245087125446844,-11.395321053892848,2019
5,0,61.0,15.0,1,32.64965543462902,5.67302213992532,2019
5,0,-80.0,7.0,1,12.206555615733702,34.99202019855866,2019
5,0,42.0,24.0,0,53.665631459994955,10.304846468766033,2019
5,0,84.0,-10.0,0,11.661903789690601,-3.2892426784918265,2019
5,0,39.0,2.0,0,51.03920062069938,0.8882354952397712,2019
5,0,-76.0,0.0,0,14.0,0.0,2019
5,0,58.0,18.0,0,36.71511950137164,6.9343489012695585,2019
5,0,87.0,-13.0,0,13.341664064126334,-4.200622204635398,2019
5,0,-52.0,-24.0,0,44.94441010848846,-32.27564431457763,2019
5,0,51.0,-4.0,1,39.20459156782532,-1.624976357524766,2019
5,0,-56.0,5.0,1,34.36568055487916,8.36588612403259,2019
5,0,73.0,9.0,0,19.235384061671343,3.160361626045675,2019
5,0,-55.0,-2.0,0,35.05709628591621,-3.2704879231835653,2019
5,0,-79.0,8.0,0,13.601470508735444,36.02737338510361,2019
5,0,-85.0,8.0,0,9.433981132056603,57.9946167919165,2019
5,0,-85.0,9.0,0,10.295630140987,60.94539590092286,2019
5,0,-83.0,-11.0,0,13.038404810405298,-57.52880770915151,2019
5,0,-46.0,-32.0,0,54.405882034941776,-36.02737338510361,2019
5,0,-39.0,-28.0,0,58.180752831155424,-28.7676493388438,2019
5,0,54.0,32.0,0,48.16637831516918,12.528807709151511,2019
5,0,66.0,-38.0,0,44.94441010848846,-13.690049617465514,2019
5,0,-66.0,-23.0,0,33.24154027718932,-43.78112476486871,2019
5,0,-81.0,1.0,0,9.055385138137417,6.34019174590991,2019
5,0,-40.0,-2.0,0,50.039984012787215,-2.2906100426385296,2019
5,0,77.0,-20.0,0,23.853720883753127,-6.829244303198068,2019
5,0,-74.0,-37.0,0,40.311288741492746,-66.61477894278624,2019
5,0,-70.0,3.0,0,20.223748416156685,8.530765609948133,2019
5,0,-85.0,-18.0,0,18.681541692269406,-74.47588900324574,2019
5,0,-63.0,-5.0,0,27.459060435491963,-10.491477012331599,2019
5,0,-63.0,-17.0,0,31.906112267087632,-32.19573393471325,2019
5,0,-65.0,-18.0,0,30.805843601498726,-35.75388725443675,2019
5,0,-72.0,3.0,0,18.24828759089466,9.462322208025617,2019
5,0,32.0,-36.0,0,68.26419266350405,-16.44037952168017,2019
5,0,-79.0,4.0,0,11.704699910719626,19.98310652189998,2019
5,0,80.0,0.0,0,10.0,0.0,2019
5,0,82.0,0.0,1,8.0,0.0,2019
5,0,-82.0,-4.0,1,8.94427190999916,-26.56505117707799,2019
5,0,-50.0,-33.0,0,51.85556864985669,-39.52263127117112,2019
5,0,40.0,35.0,0,61.032778078668514,15.068488159492212,2019
5,0,78.0,-10.0,0,15.620499351813308,-3.406443754994719,2019
5,0,64.0,-26.0,0,36.76955262170047,-9.582944723532572,2019
5,0,63.0,19.0,0,33.015148038438355,7.0789216046122325,2019
5,0,77.0,-6.0,0,14.317821063276353,-2.057645946948279,2019
5,0,2.0,-28.0,0,92.34717104492157,-16.927513064147043,2019
5,0,82.0,1.0,0,8.06225774829855,0.3331112439213666,2019
5,0,-78.0,-4.0,0,12.649110640673518,-18.43494882292201,2019
5,0,-77.0,16.0,0,20.615528128088304,50.906141113770495,2019
5,0,-39.0,14.0,0,52.88667128870941,15.35013649242442,2019
5,0,-70.0,18.0,0,26.90724809414742,41.98721249581666,2019
5,0,-56.0,-39.0,0,51.73973328110612,-48.91824886406737,2019
5,0,-79.0,1.0,1,11.045361017187261,5.194428907734806,2019
5,0,50.0,26.0,0,47.70744176750625,10.520784313874362,2019
5,0,30.0,-35.0,0,69.46221994724903,-16.26020470831196,2019
5,0,48.0,-27.0,0,49.92995093127971,-11.07020257793936,2019
5,0,77.0,4.0,0,13.601470508735444,1.3720916494606148,2019
5,0,52.0,-23.0,0,44.41846462902562,-9.200400469070344,2019
5,0,85.0,-9.0,0,10.295630140987,-2.944046349987624,2019
5,1,-3.0,-3.0,1,87.05170877128145,-1.9749340108819766,2019
6,0,58.0,6.0,0,32.55764119219941,2.3215305898327188,2019
6,0,-2.0,-7.0,0,88.2779700718135,-4.548042409125415,2019
6,0,-86.0,-9.0,0,9.848857801796104,-66.03751102542182,2019
6,0,-85.0,19.0,0,19.6468827043885,75.25643716352927,2019
6,0,-36.0,28.0,0,60.8276253029822,27.407575437818405,2019
6,0,-73.0,39.0,0,42.5440947723653,66.44773632710535,2019
6,0,-58.0,-38.0,0,49.678969393496885,-49.899092453787766,2019
6,0,55.0,16.0,0,38.48376280978771,6.296818718984405,2019
6,0,-54.0,-24.0,0,43.266615305567875,-33.690067525979785,2019
6,0,-51.0,19.0,0,43.382023926967726,25.974393962431318,2019
6,0,-51.0,-30.0,0,49.20365840057018,-37.568592028827496,2019
6,0,-77.0,15.0,1,19.849433241279208,49.08561677997488,2019
6,0,31.0,-34.0,0,68.09552114493287,-15.694924143420016,2019
6,0,-75.0,21.0,0,25.80697580112788,54.46232220802562,2019
6,0,-96.0,-18.0,0,18.973665961010276,-108.43494882292202,2019
6,0,-83.0,-21.0,0,22.135943621178654,-71.56505117707799,2019
6,0,-78.0,-14.0,0,18.439088914585774,-49.398705354995535,2019
6,0,32.0,-30.0,0,65.29931086925804,-13.815025341261611,2019
6,0,39.0,30.0,0,59.16924876994806,13.091893064346847,2019
6,0,-81.0,-8.0,0,12.041594578792296,-41.6335393365702,2019
6,0,25.0,29.0,0,71.17583859709698,14.153412587851403,2019
6,0,82.0,13.0,0,15.264337522473747,4.322277059491046,2019
6,0,44.0,10.0,0,47.07440918375928,4.267893300290812,2019
